"initial_design","initial_design_measure","model_fit","ei_design","ei_compute","neighbour_ei_design","neighbour_ei_compute","neighbour_design_measure"
-1,-1,7659.49300000002,42.6939999999595,89.3310000000056,44.2770000000019,43.414000000048,585.418000000005
-1,-1,7148.72399999999,41.1969999999856,96.2819999999483,40.0540000000037,44.0879999999888,581.155000000028
-1,-1,7687.87599999999,43.2619999999879,94.6820000000298,41.5219999999972,41.9610000000102,638.906999999948
-1,-1,7307.18899999995,46.3880000000354,92.2589999999618,40.838000000047,46.2970000000205,580.868000000017
-1,-1,7308.85200000001,38.0570000000298,95.094000000041,37.6179999999586,48.1909999999916,567.760000000009
-1,-1,7145.94499999995,46.8240000000224,91.8859999999986,39.5760000000009,50.6289999999572,564.679000000004
-1,-1,7239.53499999997,41.9570000000531,88.3839999999618,37.1769999999669,46.5329999999958,586.281000000017
-1,-1,7330.815,44.5489999999991,103.098999999987,43.9780000000028,46.5800000000163,578.099999999977
-1,-1,6505.93199999997,45.7560000000522,102.519000000029,41.7440000000061,45.7380000000121,573.198999999964
-1,-1,5935.93299999996,43.2790000000386,88.2589999999618,36.2799999999697,45.2299999999814,593.966000000015
-1,-1,7414.755,40.814000000013,97.9079999999958,40.5690000000177,43.0989999999874,576.039999999979
-1,-1,7575.28000000003,42.5869999999995,88.8069999999716,40.0840000000317,42.9919999999693,568.847000000009
-1,-1,7048.48100000003,38.6070000000182,91.6600000000326,36.2920000000158,46.5669999999809,563.907999999996
-1,-1,7185.65999999997,38.4220000000205,89.5679999999702,39.4050000000279,47.1739999999991,583.798999999999
-1,-1,7110.86900000001,42.0470000000205,98.9890000000014,41.920999999973,44.6510000000126,592.212
-1,-1,7001.14600000001,51.1230000000214,96.8929999999818,37.585000000021,44.8620000000228,573.736000000034
-1,-1,7434.92300000001,38.8159999999916,93.3479999999981,38.0910000000149,46.3120000000345,574.869999999995
-1,-1,6690.348,47.5569999999716,91.0650000000023,39.9239999999991,45.1089999999967,582.053000000014
-1,-1,7402.99099999998,42.0420000000158,87.0620000000345,46.8530000000028,45.3470000000088,579.391999999993
-1,-1,7517.40000000002,38.8219999999856,89.9199999999837,35.4529999999795,42.6879999999655,588.631999999983
-1,-1,7173.40700000001,42.0970000000088,86.7359999999753,45.7299999999814,44.38400000002,571.507999999973
-1,-1,7391.22399999999,44.1389999999665,87.9000000000233,44.1450000000186,46.8439999999246,587.282999999938
-1,-1,7280.09699999995,39.0089999999618,101.795999999973,36.2330000000075,49.0969999999506,573.783999999985
-1,-1,7544.647,44.35699999996,86.8519999999553,42.1300000000047,45.6479999999283,577.724999999977
-1,-1,7363.50600000005,42.6359999999404,90.2859999999637,45.25,43.7239999999292,583.26800000004
-1,-1,7479.86100000003,44.0100000000093,107.319000000018,39.8029999999562,47.2839999999851,592.34600000002
-1,-1,7747.22500000009,47.9220000000205,86.7719999999972,48.5239999999758,43.6240000000689,599.393999999971
-1,-1,7651.39000000001,42.8410000000149,103.194999999949,37.8559999999125,42.6140000000596,572.339999999967
-1,-1,7659.73199999996,50.9860000000335,104.80700000003,35.8009999999776,48.3739999999525,579.103000000003
-1,-1,7596.6719999999,44.1959999999963,91.3320000000531,41.0829999999842,45.0679999999702,563.903000000049
-1,-1,5992.27399999998,44.0389999999898,88.5100000000093,43.1080000000075,43.5320000000065,578.907000000007
-1,-1,8054.58799999999,43.170999999973,87.7899999999208,44.1419999999925,45.875,591.912000000011
-1,-1,7400.67500000005,38.6010000000242,86.8830000000307,38.6899999999441,44.7669999999925,581.70299999998
-1,-1,7525.73600000003,43.4959999999264,93.6350000000093,44.5249999999069,46.7619999999879,578.035000000033
-1,-1,6032.87199999997,47.8610000000335,97.7740000000922,44.3759999999311,43.6500000000233,578.09300000011
-1,-1,7903.85900000005,40.4000000000233,89.2330000000075,47.7539999999572,44.2090000000317,572.599000000046
-1,-1,7857.55800000008,43.8539999999339,89.5069999999832,48.7600000000093,43.4109999999637,591.086999999941
-1,-1,7932.82799999998,39.8470000000671,89.3229999999749,49.1460000000661,43.9000000000233,567.505000000005
-1,-1,7978.20000000007,40.1280000000261,97.4539999999106,51.6010000000242,45.9889999999432,575.517999999924
-1,-1,8248.65699999989,40.2480000000214,89.4820000000764,51.9260000000941,45.2759999999544,585.95000000007
-1,-1,6773.37800000003,44.1669999998994,88.2760000000708,44.375,42.9499999999534,588
-1,-1,7709.81900000002,43.9889999999432,92.1450000000186,45.9010000000708,52.064000000013,582.244999999995
-1,-1,7711.72999999998,43.4089999999851,87.5709999999963,42.8190000000177,42.8669999999693,577.764999999898
